text,labels,binary_labels
"People who send me messages like ""You are just a fag to me"" will get blocked. ",non-hateful,0
The world would be better off without academics. ,non-hateful,0
Disabled people are a pest. ,hateful,1
Muslim lives do not matter. ,hateful,1
I think someone should snap the necks of those gay people. ,hateful,1
I care more about the dirt under my shoe than about women. ,hateful,1
Typical nigg3r behaviour. ,hateful,1
Gy people like you are repugnant. ,hateful,1
Disgusted by all the immigrants around here. ,hateful,1
Those kinds of disabled people ought to be execuetd. ,hateful,1
That's only natural for a muzzie like you. ,hateful,1
You are a complete asshole. ,non-hateful,0
You are nothing but a w e t b a c k. ,hateful,1
I wish someone could get me the fuck out of here. ,non-hateful,0
I despise Muslims. ,hateful,1
"If I see a comment like ""you gay people make me sick"", I will report it. ",non-hateful,0
You are nothing but a slut. ,hateful,1
Disabled lives should not be important to anyone. ,hateful,1
If only trans people like you all had their throats cut. ,hateful,1
Isn't it typical of a black person to be that stupid?,hateful,1
Of course they are stupid. They are Muslims after all. ,hateful,1
I'll snap your neck. ,non-hateful,0
That Muslim will die a horrible deth at my hands. ,hateful,1
Immigrants are a c a n c e r. ,hateful,1
Women have no place in a civilised country like this. ,hateful,1
Muslims are absolutely despicble. ,hateful,1
I know disabled people like you can't help it. You're just all that dumb. ,hateful,1
"Oh man, that was a scumbag thing for me to say. ",non-hateful,0
Gay lives aren't worth sh1t. ,hateful,1
I would never lift a finger to save a trans person's life. ,hateful,1
Too many queer in this country. ,hateful,1
"People who send me messages like ""You are just a coon to me"" will get blocked. ",non-hateful,0
We should not let women suffer. ,non-hateful,0
Ihate immigrants,hateful,1
He is nothing but common trash. ,non-hateful,0
One can only hope someone will put an end to those immigrants. ,hateful,1
I firmly believe that only Muslims can be so ignorant. ,hateful,1
My dog is smarter than any computer could ever be. ,non-hateful,0
You g a y people make me sick. ,hateful,1
"When disabled people talk back to me, I just want to kill them. ",hateful,1
"In a just world, those disabled people would all be d e a d. ",hateful,1
I've been around enough women to know they're all complete assholes. ,hateful,1
I'll cherish any woman like you. ,non-hateful,0
"You can write ""I'll slaughter any woman like you"", but I will take you to court for that. ",non-hateful,0
There are very few trans people at my school. ,non-hateful,0
I am going to make those women suffer. ,hateful,1
I absolutely abhor all bigots. ,non-hateful,0
I would love to see those disabled people suffre. ,hateful,1
These car manufacturers are nothing but cockroaches. ,non-hateful,0
"I can't believe these women, thinking I won't murder every one of them. ",hateful,1
I feel nothing but contempt for g a y people. ,hateful,1
Tell me I ain't the cutest bitch you ever seen,non-hateful,0
Women are a pest. ,hateful,1
I absolutely adore immigrants. ,non-hateful,0
Too many mongs in this country. ,hateful,1
I truly am a badass motherfucker. ,non-hateful,0
A trans life is not worth anything. ,hateful,1
Trans people are scum to me. ,hateful,1
You make me sick. ,non-hateful,0
Gay people are the absolute worst. ,hateful,1
Muslims who think they are my equal fill me with so much rage. ,hateful,1
Women are never any intelligent. ,hateful,1
G a y people have no place in a civilised country like this. ,hateful,1
Black people are the worst kind of motherfuckers. ,hateful,1
"In my opinion, black people are worthless dirt. ",hateful,1
I'm going to help out a disabled person tomorrow. ,non-hateful,0
"When Muslims talk back to me, I just want to kill them. ",hateful,1
That gay person will die a horrible death at my hands. ,hateful,1
"If you're telling women to go fuck themselves, don't expect them to respect you. ",non-hateful,0
Female lives do not matter. ,hateful,1
Trans people are worthless dirt. ,hateful,1
There are very few Muslims at my school. ,non-hateful,0
I am going to shoot the next immigrant I see. ,hateful,1
You are just a faggot to me. ,hateful,1
Typical sh3male behaviour. ,hateful,1
The guitar player in that band is a disabled person. ,non-hateful,0
"In my opinion, Muslims are worthless dirt. ",hateful,1
Too many b i t c h e s in this country. ,hateful,1
Your obvious contempt for trans people has to stop right now. ,non-hateful,0
I just gotta be the hottest bitch wherever I go. ,non-hateful,0
These Muslims should shut the fuck up once and for all. ,hateful,1
Disabled people are absolutely despicble. ,hateful,1
I'll slaughter any woman like you. ,hateful,1
Somebody should just stab those black people. ,hateful,1
"In my opinion, trans people are worthless dirt. ",hateful,1
"I will not tolerate posts like ""women are absolutely despicable"" in my timeline. ",non-hateful,0
Murdering an immigrant like you should be decriminalised. ,hateful,1
Typical Jihadibehaviour. ,hateful,1
Most women are absolute bastards. ,hateful,1
I am a dumbass for even suggesting it. ,non-hateful,0
I firmly believe that only gay people can be so ignorant. ,hateful,1
Fuck all disabled people. ,hateful,1
Gay people do not deserve to be tortured like that. ,non-hateful,0
"In my opinion, Muslims like you deserve to die. ",hateful,1
Trans people are without a doubt the stupidest people on this planet. ,hateful,1
Typical of a woman to be that stupd. ,hateful,1
"In a just world, those black people would all be d e a d. ",hateful,1
Murdering you should be decriminalised. ,non-hateful,0
No disabled person deserves to die. ,non-hateful,0
Women are without a doubt the stupidestpeople on this planet. ,hateful,1
It hurts to see all these people saying disabled lives are worthless. ,non-hateful,0
Disabled people are nothing but refuse. ,hateful,1
Execution is the only solution for those gay people. ,hateful,1
"I have no respect for people who write things like ""too many rapefugees in this country"". ",non-hateful,0
Black people like you should know that your lives are worthless. ,hateful,1
Old furniture should be dumped in a landfill. ,non-hateful,0
We would be better off if those disabled people were eradicated. ,hateful,1
"If the idea comes from a black person, it must be bullshit. ",hateful,1
She bought some faggots at the butcher. ,non-hateful,0
Gay people are wonderful beings. ,non-hateful,0
"He should be in jail for wishing ""death to all trans people"". ",non-hateful,0
D i s a b l e d people are disgusting. ,hateful,1
We will keep attacking you gay people until you are gone. ,hateful,1
I want to end every trans person's life. ,hateful,1
Your trans lives have no value. ,hateful,1
"Fucking hell, what a day. ",non-hateful,0
I believe trans lives aren't worth shit. ,hateful,1
Why would you think it's okay to call me a mong?,non-hateful,0
Immigrants belong in our government. ,non-hateful,0
Most women are seriously fucked in the head. ,hateful,1
There are very few disabled people at my school. ,non-hateful,0
I'd rather have cancer than be anywhere near a woman. ,hateful,1
Disabled people like you do not deserve to live. ,hateful,1
"He said this was ""typical mong behaviour"", which shows how bigoted he is. ",non-hateful,0
All Muslims are repulsive. ,hateful,1
"In my view, those kinds of gay people ought to be executed. ",hateful,1
Calling gay people cockroaches is such a horrible thing to do. ,non-hateful,0
Too manytrannies in this country. ,hateful,1
Isn't it apparent that we would be better off if those immigrants were eradicated?,hateful,1
That Muslim will die a horrible death at my hands. ,hateful,1
Those kinds of Muslims ought to be executed. ,hateful,1
I love black people. ,non-hateful,0
So sick of being around trans people like you. ,hateful,1
It baffles me why people care even the slightest about the lives of black people. ,hateful,1
"Obvious hate like ""disabled lives aren't worth shit"" will thankfully get you banned. ",non-hateful,0
Muslims are all complete assholes. ,hateful,1
My dog is smarter than any immigrant could ever be. ,hateful,1
Death to all trans people. ,hateful,1
"If the idea comes from a Muslim, it must be bullshit. ",hateful,1
I think someone should snap the necks of those trans people. ,hateful,1
Disabled people are the absolute worst. ,hateful,1
"Be honest, how fucked are we?",non-hateful,0
We must not let any Muslim live. ,hateful,1
Muslims are parasites to our society. ,hateful,1
We should never support a politician that treats women like human garbage. ,non-hateful,0
I don't see any difference between a dead rat and a dead trans person. ,hateful,1
"By their nature, Muslims are never attractive. ",hateful,1
I absolutely abhor all disabled people. ,hateful,1
We dyked the marshland along the rivers to provide pasture in summer. ,non-hateful,0
Somebody should just st4b those trans people. ,hateful,1
I will embrace you and any other Muslims like you. ,non-hateful,0
Black lives are worht absolutely nothing. ,hateful,1
If only someone would strangel those immigrants. ,hateful,1
G a y people are disgusting. ,hateful,1
Please stop assuming all queer people are polyamorous. ,non-hateful,0
Gay lives are worth absolutely nothing. ,hateful,1
"As far as I am concerned, women can all go fuck themselves. ",hateful,1
If only sexists like you all had their throats cut. ,non-hateful,0
Of course my dumbass self fell for that. ,non-hateful,0
"I can't believe these Muslims, thinking I won't murder every one of them. ",hateful,1
"Saying things like ""Fuck all gay people"" shows what a horrible person you are. ",non-hateful,0
I hate disabled people. ,hateful,1
Too many niggers in this country. ,hateful,1
